,Religious Community Involvement,Local Venue Visitation,Secular Volunteer Service,Online Social Networking,Workplace Socializing,Athletic Engagement,Cultural-Hobby Participation,Neighborhood Integration,Broader Event and Group Participation,Friendship Through Connections,Non-Engagement Preference,Alternative Strategies,Not Clear / Uncodeable Responses,re_category_id,nh_category_id,Nigel_Match,Response,Key_Reasons,JSON
438,0,0,0,0,0,1,0,0,0,0,0,0,0,0000010000000,0000000100000,0,join outdoor community,This respondent made new friends by joining an outdoor community.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
439,1,0,0,0,1,0,0,0,0,0,0,1,0,1000100000010,1000100001000,0,"Go out with coworkers, find a church home and possibly connect with other mothers that have kids that go to school with my child.","This respondent made new friends by going out with coworkers, finding a church home, and connecting with other mothers.","{ ""1"": ""1"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
442,0,0,0,0,0,0,0,0,0,0,0,1,0,0000000000010,0000100000000,0,I guess the only reason I would move was to either teach or go to another school so it would be in the context of a school.,This respondent made new friends by teaching or going to another school.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""0"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""1"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
443,0,0,0,1,0,0,0,1,0,0,0,0,0,0001000100000,0001001000000,0,"BBQs, online postings",This respondent made new friends by hosting BBQs and making online postings.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
444,0,0,0,0,0,0,0,0,0,0,0,1,0,0000000000010,0000001000000,0,Probably classes,This respondent made new friends by taking classes.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""0"",
""6"": ""0"",
""7"": ""1"",
""8"": ""0"",
""9"": ""0"",
""10"": ""1"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
445,0,0,0,0,1,0,0,0,1,0,0,0,0,0000100010000,0001101000000,0,"I would probably make friends with people at work. We also, when we moved before joined something called ""new in town""","This respondent made new friends by joining something called ""new in town"" and making friends with people at work.","{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""1"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""1"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
448,1,0,0,0,0,0,0,0,0,0,0,0,0,1000000000000,1000000001000,0,"church, expand from people I meet there",This respondent made new friends by attending church and expanding their social circle.,"{ ""1"": ""1"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
452,0,0,0,0,0,0,0,0,0,0,0,1,0,0000000000010,0000100000000,0,"Music scene, I usually wouldn't move somewhere where I didn't know atleast one person to help me meet their friends. through work",This respondent made new friends by joining the music scene and through work.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
453,1,0,0,0,1,0,0,1,0,0,0,0,0,1000100100000,1100001000000,0,Similar. Finding a church and community group. I am not good at making friends with neighbors. I would try to make friends at work.,"This respondent made new friends by finding a church, joining a community group, and trying to make friends at work.","{ ""1"": ""1"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
454,1,0,1,0,0,0,0,0,0,0,0,0,0,1010000000000,1000000000000,0,"probably go to church and join the church groups, Volunteer groups.",This respondent made new friends by joining church groups and volunteer groups.,"{ ""1"": ""1"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
456,0,0,0,0,0,0,1,0,0,0,0,0,0,0000001000000,0000010000000,0,"Work, Swing Dancing",This respondent made new friends by working and swing dancing.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
457,0,0,0,0,0,0,0,0,1,0,0,0,0,0000000010000,0000001000000,0,Join some groups. Probably would not move somewhere that I didn't know anyone. I meet people pretty easily,This respondent made new friends by joining groups and meeting people easily.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
459,1,1,0,0,0,0,0,0,0,0,0,0,0,1100000000000,1100001000000,0,"Join another church closer by, go out to parks, libraries, and coffee shops","This respondent made new friends by joining another church, going out to parks, libraries, and coffee shops.","{ ""1"": ""1"", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
460,0,0,0,0,0,0,1,0,0,0,0,1,0,0000001000010,0100001000000,0,"Find the local game shop. Join a game. (Maybe run one.) Find the local book store(s). See if there are any SF clubs. Find any local SF conventions. Find the local user groups. (Frex, I'm a Perl programmer, and there are lots of groups that do","This respondent made new friends by:
- Joining a game
- Running a game
- Finding SF clubs
- Attending SF conventions
- Finding local user groups","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
461,0,0,0,0,0,1,1,0,1,0,0,0,0,0000011010000,0000011100000,0,"Join a community center excercise groups, Arts, outdoor activity groups, culinary groups","This respondent made new friends by joining exercise, arts, outdoor activity, and culinary groups.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
462,1,0,1,0,0,0,0,0,0,0,0,0,0,1010000000000,1010100000000,0,"church,volunteering, kids school","This respondent made new friends by attending church, volunteering, and getting involved in their kids' school.","{ ""1"": ""1"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
465,0,0,0,0,0,0,0,0,0,1,0,0,0,0000000001000,0000000100000,0,family through i know their community,This respondent made new friends by connecting with family and their community.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
466,0,0,0,0,0,0,0,0,0,0,0,1,0,0000000000010,0000000000100,0,"I'm a very friendly person it is not hard to make friends, approach people your new home",This respondent made new friends by approaching people.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""0"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""1"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
467,0,0,0,0,0,1,0,0,0,0,0,1,0,0000010000010,0100010000000,0,"Get out in public, personal fitness class, very socialable",This respondent made new friends by getting out in public and attending personal fitness classes.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
468,0,0,0,1,1,1,0,0,0,0,0,0,0,0001110000000,0011010000000,0,"Gym, volunteer, work, meet ups","This respondent made new friends by: gym, volunteer, work, meet ups.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
470,0,0,0,0,0,0,1,0,1,0,0,0,0,0000001010000,0000001100000,0,join clubs communities video games groups socializing events,"This respondent made new friends by joining clubs, communities, video games groups, and socializing events.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
471,0,0,0,0,0,0,0,0,0,0,0,0,1,0000000000001,0010101000000,0,"Throw a party, get to know people at work, participate in community acitivities","This respondent made new friends by throwing a party, getting to know people at work, and participating in community activities.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
473,1,1,1,0,0,0,0,0,1,0,0,0,0,1110000010000,0110000000000,0,"Volunteering, joining a local church, go to local restaurants and stores, attend special events in town.","This respondent made new friends by volunteering, joining a local church, going to local restaurants and stores, and attending special events in town.","{ ""1"": ""1"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
474,0,0,0,0,0,0,0,0,1,0,0,0,0,0000000010000,0000001000000,0,join environmental groups such as Audubon;,This respondent made new friends by joining environmental groups.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
475,0,0,1,0,0,0,0,0,0,1,0,1,0,0010000001010,0000001001000,0,"meetups, meet friends thru friends, needleart guilds and groups, classes, volunteer, starting up conversations","This respondent made new friends by attending meetups, meeting friends through friends, joining needleart guilds and groups, taking classes, volunteering, and starting up conversations.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""1"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
476,0,0,1,1,0,0,0,0,1,0,0,0,0,0011000010000,0000000110000,0,"i WOULD GO TO ANY EVENTS AT MY RESIDENTIAL COMMUNITY, VOLUNTEER FOR SOCIAL OR POLITICAL GROUPS, AND MEET PEOPLE ONLINE.","This respondent made new friends by attending events, volunteering, and meeting people online.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
477,0,0,0,0,0,0,0,1,1,0,0,0,0,0000000110000,0000000111000,0,"Probably get involved in political activities, get involved in neighborhood and community activities. Invite neighbors over.","This respondent made new friends by getting involved in political activities, neighborhood and community activities, and inviting neighbors over.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
478,0,0,0,0,0,0,0,0,0,0,0,1,0,0000000000010,0000100000000,0,Through college,"This respondent made new friends by: 
- Through college","{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""0"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""0"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
479,0,0,0,0,1,0,1,0,0,0,0,1,0,0000101000010,0000101000000,0,"have a lot of people I would meet at work, meet people through my child's care, with my hobbies","This respondent made new friends by meeting people at work, through their child's care, and through their hobbies.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
483,0,0,0,0,0,0,0,0,0,0,0,1,0,0000000000010,0000001000000,0,get involved in stuff,This respondent made new friends by getting involved in activities.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
485,0,0,0,0,0,0,0,0,0,0,0,1,0,0000000000010,0000100000000,0,search and rescue work part time,This respondent made new friends by engaging in search and rescue work.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""1"" }"
486,0,0,0,0,0,0,0,0,1,0,0,0,0,0000000010000,0000000000010,0,senior center,This respondent made new friends by attending a senior center.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""1"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
492,0,0,0,0,0,0,0,0,1,0,0,0,0,0000000010000,0000001000000,0,Probably seek out people in the ham radio community,This respondent made new friends by seeking out people in the ham radio community.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
495,0,0,0,0,0,0,0,0,0,0,0,1,0,0000000000010,0000001000000,0,Find a band to play in,This respondent made new friends by joining a band.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
498,1,0,0,0,1,0,0,0,0,0,0,0,0,1000100000000,1000000000000,0,"church, professional society, corporate people you meet day to day","This respondent made new friends by joining church, professional society, and meeting corporate people.","{ ""1"": ""1"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
500,0,1,1,0,0,1,0,0,0,0,0,0,0,0110010000000,0000010000000,0,"initially find a dog park because that is where i would go to excercise, volunteering, coffee shop","This respondent made new friends by finding a dog park, volunteering, and going to a coffee shop.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""1"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
502,0,0,0,0,1,0,0,0,0,1,0,0,0,0000100001000,0000100100000,0,I would probably try to meet people through whichever job I got or through mutual friends in the area,"This respondent made new friends by:
- Meeting people through their job
- Meeting people through mutual friends","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
503,1,0,1,0,0,0,1,0,0,0,0,0,0,1010001000000,1000001000000,0,"join synagogue, find a book group, volunteer","This respondent made new friends by joining a synagogue, finding a book group, and volunteering.","{ ""1"": ""1"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
505,0,0,0,0,0,0,0,0,1,0,0,0,0,0000000010000,0000000000010,0,heavily into recovery it would start there,This respondent made new friends by heavily engaging in recovery.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""1"" }"
506,0,0,0,0,0,1,0,0,0,0,0,1,0,0000010000010,0010010001000,0,"go to fitness club, looking up old acquaintances, happy hour organized by fiance","This respondent made new friends by going to fitness club, looking up old acquaintances, and attending happy hour organized by fiance.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
507,0,0,1,0,0,0,1,0,1,0,0,0,0,0010001010000,0010001000000,0,"hobbies, groups, volunteer","This respondent made new friends by engaging in hobbies, joining groups, and volunteering.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
508,0,0,0,0,0,0,1,0,0,0,0,1,0,0000001000010,0000101000000,0,Through academic and arts,"This respondent made new friends by: 
- Engaging in academic activities
- Participating in arts-related activities","{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""0"",
""6"": ""0"",
""7"": ""1"",
""8"": ""0"",
""9"": ""0"",
""10"": ""0"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
510,0,0,0,0,1,0,0,0,0,0,0,1,0,0000100000010,0000100001000,0,"Any relatives near town and get together, if going to school make friends, with classmates and work make friends with people around my age","This respondent made new friends by: 
- Connecting with relatives
- Making friends at school
- Making friends at work","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
511,0,0,0,1,0,0,0,0,0,1,0,0,0,0001000001000,0001000000000,0,posting online or asking my extensive social network for names.,This respondent made new friends by posting online and asking their social network.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""1"",
""5"": ""0"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""1"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
512,0,0,1,1,0,0,0,0,1,0,0,0,0,0011000010000,0010001000000,0,"Join groups, take classes, volunteer places hopefully in the neighborhood i moved into","This respondent made new friends by joining groups, taking classes, and volunteering.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
513,0,0,0,0,1,0,0,0,0,1,0,1,0,0000100001010,0000100001000,0,"Meet through work, reach out from own network of friends and family, previous clients","This respondent made new friends by meeting through work, reaching out from their own network of friends and family, and connecting with previous clients.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""1"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
514,0,0,0,0,0,1,0,0,1,0,0,1,0,0000010010010,0000111000000,0,"Contact my school friends, go to music festivals, hiking","This respondent made new friends by contacting school friends, going to music festivals, and hiking.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
515,1,0,1,0,0,0,0,0,1,1,0,0,0,1010000011000,1010100001000,0,"Church, alumni organizations, find volunteer activities, friends of friends","This respondent made new friends by: 
- Church
- Alumni organizations
- Volunteer activities
- Friends of friends","{
""1"": ""1"",
""2"": ""0"",
""3"": ""1"",
""4"": ""0"",
""5"": ""0"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""1"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
516,0,1,0,0,0,0,0,0,0,0,0,1,0,0100000000010,1100010000000,0,"Go to a YMCA and hopefully meet some friends, spiritual activity not a church, coffee place","This respondent made new friends by going to a YMCA, engaging in spiritual activities, and visiting coffee places.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
518,0,0,1,0,0,1,0,0,0,0,0,0,0,0010010000000,0010011000000,0,"volunteering, library, sports","This respondent made new friends by volunteering, going to the library, and participating in sports.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""1"", ""4"": ""0"", ""5"": ""0"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
775,0,0,0,0,1,0,1,0,1,0,0,0,0,0000101010000,0000101000000,0,"Find groups of people doing things I'm interested in doing via work, social groups, etc.",This respondent made new friends by finding groups of people with similar interests.,"{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""0"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""0"",
""11"": ""0"",
""12"": ""0"",
""13"": ""0""
}"
776,0,0,1,0,1,1,0,0,0,0,0,0,0,0010110000000,0000111000000,0,"Depending on the job, I'd hope to meet new friends with co-workers. I'd probably join a casual sports club of some kind, maybe a climbing gym to try and find people with similar interests. I'd also volunteer in an effort with other people (w","This respondent made new friends by:
- Meeting co-workers
- Joining a casual sports club
- Joining a climbing gym
- Volunteering in an effort with other people","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
778,0,0,0,0,1,0,0,0,1,0,0,0,0,0000100010000,0000101001000,0,"join a group of some sort, make friends with co workers, connect with friends of friends.","This respondent made new friends by joining a group, making friends with co-workers, and connecting with friends of friends.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""1"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
779,0,0,1,1,0,0,0,0,1,1,0,0,0,0011000011000,0011001001000,0,"Online, volunteering, going to music venues, asking friends i may know in that area.","This respondent made new friends by: 
- Going online
- Volunteering
- Going to music venues
- Asking friends in the area","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
780,0,0,0,0,1,0,0,0,0,0,0,1,0,0000100000010,0000100000000,0,I would go out with coworkers or classmates I meet if I am attending school.,This respondent made new friends by going out with coworkers or classmates.,"{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
781,0,0,0,0,1,1,0,0,0,0,0,1,0,0000110000010,0000111000000,0,I would go out with coworkers. I would probably take a class of some kind or join an athletic team.,"This respondent made new friends by going out with coworkers, taking a class, and joining an athletic team.","{ ""1"": ""0"", ""2"": ""0"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""1"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
782,0,1,1,0,1,1,0,0,0,0,0,0,0,0110110000000,0100110000000,0,"i would join a gym, coffee shop, volunteering, go out with coworkers","This respondent made new friends by joining a gym, coffee shop, volunteering, and going out with coworkers.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""0"", ""5"": ""1"", ""6"": ""1"", ""7"": ""0"", ""8"": ""0"", ""9"": ""0"", ""10"": ""0"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
783,0,1,1,1,1,0,0,0,1,0,0,0,0,0111100010000,0111000000000,0,"Volunteering, befriending coworkers, online dating, joining clubs/groups of things I'm interested in, joining Meetup.com, going to bars and parties, looking for people who attended my university or are part of other networks that I'm part of","This respondent made new friends by volunteering, befriending coworkers, online dating, joining clubs/groups, using Meetup.com, going to bars and parties, and connecting with people from their university or other networks.","{ ""1"": ""0"", ""2"": ""1"", ""3"": ""1"", ""4"": ""1"", ""5"": ""1"", ""6"": ""0"", ""7"": ""1"", ""8"": ""0"", ""9"": ""1"", ""10"": ""1"", ""11"": ""0"", ""12"": ""0"", ""13"": ""0"" }"
784,0,0,0,0,0,0,0,0,0,0,0,0,1,0000000000001,0000000000100,0,Still figuring that one out (as here is a town far away),"This respondent made new friends by:
- Still figuring that one out","{
""1"": ""0"",
""2"": ""0"",
""3"": ""0"",
""4"": ""0"",
""5"": ""0"",
""6"": ""0"",
""7"": ""0"",
""8"": ""0"",
""9"": ""0"",
""10"": ""0"",
""11"": ""0"",
""12"": ""0"",
""13"": ""1""
}"
